Sat.A1ModJulian           Sat.UTCModJulian          Sat.X                     Sat.Y                     Sat.Z                     Sat.VX                    Sat.VY                    Sat.VZ                    
30311.10667863868         30311.10625               -6732.087181085114        301.0183455486336         -2166.376582198545        2.321420065873569         1.024565502690137         -7.060934773824338        
30311.10737308312         30311.10694444444         -6579.27303996783         361.8417462509662         -2585.350596144674        2.77065297919357          1.002197813934004         -6.900146069629829        
30311.10806752757         30311.10763888889         -6399.834746400305        421.2010537622221         -2993.834768023156        3.208591381018638         0.9757792022835406        -6.711394053354985        
30311.10876197201         30311.10833333333         -6194.50353759804         478.8564015206511         -3390.174155320444        3.633458493962951         0.9454186753542473        -6.495459365002102        
30311.10945641645         30311.10902777778         -5964.11560446642         534.5749469309162         -3772.763992447947        4.043533854573842         0.9112412692121273        -6.253233252579722        
30311.1101508609          30311.10972222222         -5709.608498375319        588.1318155332674         -4140.056200279252        4.437160383587183         0.8733874379787882        -5.985713259906404        
30311.11084530534         30311.11041666667         -5432.017127548974        639.3110044497172         -4490.565624171235        4.812750999257061         0.8320123182651149        -5.69399851349124         
30311.11153974979         30311.11111111111         -5132.469368530769        687.9062400807173         -4822.875979305084        5.168794850355466         0.7872849548832729        -5.379284675114011        
30311.11223419423         30311.11180555556         -4812.181314167547        733.7217899723603         -5135.645481283145        5.503863186371589         0.7393875530065446        -5.042858482562161        
30311.11292863867         30311.1125                -4472.452183784818        776.5732307244431         -5427.61213621134         5.816614716973669         0.6885147553254553        -4.686091877535812        
30311.11362308312         30311.11319444445         -4114.658930179686        816.2881721291157         -5697.598671177562        6.105800363228207         0.6348728962379053        -4.310435938211543        
